"index","class","text","ethnic_keyword","hate_keyword","tweet_type","tweet_id","user_id","name"
568,0,"@montithefirst @comandant5 @liamjajitoby Lmaoo So your years of reading the Bible told you to call me a slut abi? That’s just to say that y’all become Christians just to judge other people’s decisions. Small boy, heal","christian|christians","slut|sluts","hate_tweets_eng_single","1,26859719521066E+018","9,19328631545041E+017","Pedro"
0,0,"@RealSolaKuti Most senseless tweet and most gullible tweets ......amd before you all open big mouths, I stayed in the North East and I am a Christian. Again, this is the most stupid stweet I have seen ever","christian|christians","stupid","hate_tweets_eng_single","1,12253774937709E+018",280368721,"Pedro"
206,0,"@Dexwhytecast @elrufai aiding the killing of christians who go to worship or even pray 4 d country and useless govt? Gimme a breather.","christian|christians","useless","hate_tweets_eng_single","2,1475841289291E+017",229809746,"Pedro"
620,2,"RT @NoneonRecord: "" I was a church boy for a good part of my life. So, I was sometimes whore by night, Christian by day, if I can put it li…","christian|christians","whore|whores","hate_tweets_eng_single","1,29067845489621E+018",2350166040,"Pedro"
618,2,"@ivy_okoye Christian Di Whore Di Whore (Dior 💀)","christian|christians","whore|whores","hate_tweets_eng_single","1,38770525618069E+018","1,13652466059258E+018","Pedro"
619,2,"RT @Capstoneonline: ""The Bible speaks in symbolisms. For instance the whore is a Christian who has fallen spiritually"" Dr @olubijohnson
#re…","christian|christians","whore|whores","hate_tweets_eng_single","1,26715515411939E+018",1947531127,"Pedro"
881,0,"RT @HananyaNaftali: Did you know?

Since 2009, over 60,00 Christians have been murdered or kidnapped in Nigeria. Around 20,000 Christian sc…","christian|christians",,"community_random_single","1,45421515336133E+018","7,04763351470088E+017","Pedro"
847,0,"RT @wordsepic1: Governor Ajimobi’s Daughter Rocks N640k Christian Louboutin Heels (Photo)
https://t.co/WSYHGEUjtZ","christian|christians",,"community_random_single","8,26478439490343E+017",280027231,"Pedro"
864,0,"RT @LekeAlder: 36. Christians must be involved in the media and culture space. They create societal and political context. #Illuminare","christian|christians",,"community_random_single","7,74895339857973E+017",706362436,"Pedro"
885,0,"RT @guardian: Proud Boys and other far-right groups raise millions via Christian funding site https://t.co/SucYJCezaG","christian|christians",,"community_random_single","1,38085144852372E+018",3376978911,"Pedro"
868,0,"RT @OGBENI_BAMBAM: I cannot understand shit bcuz I am a Christian but My Love for these Citations is Loud, I have listened to it more than…","christian|christians",,"community_random_single","1,1638188741789E+018",2363164929,"Pedro"
872,0,"And some Nigeria Christians are defending this ? SMH https://t.co/yqqGmxT6i2","christian|christians",,"community_random_single","1,39357961267277E+018",1897260960,"Pedro"
871,0,"RT @Itz_Konani: I end this thread by saying, if you are a Christian and you side with the world against the Church you are doing the wrong…","christian|christians",,"community_random_single","1,06816623813485E+018",469771476,"Pedro"
880,0,"Why it is wrong to see the Pope as a Christian (one who trusts in Christ ALONE for their salvation). We have only one mediator, and He is Yeshua (Jesus) the Christ, and by the work of the Holy Spirit, Christ's redemptive work is applied to all who believe. This is fundamental. https://t.co/ZfHvGX5cei","christian|christians",,"community_random_single","1,37537788541083E+018",286731332,"Pedro"
567,0,"It is very certain that we the citizens of Biafra must take our destinies into our hands since we ar left with no choice. The Nigerian army and police have killed us enough so we say enough is enough we ar not animals even animals have right to life, how much more humans beings.","eastern|easterner|easterners|biafra","animal|animals","hate_tweets_eng_single","1,3378934953575E+018","1,24947559308466E+018","Pedro"
285,0,"Biafra: Fani-Kayode blasts Junaid Mohammed for calling IPOB members “bastards” https://t.co/T48UBnkVco","eastern|easterner|easterners|biafra","bastard|bastards","hate_tweets_eng_single","9,17921499457229E+017","8,99725794288824E+017","Pedro"
140,0,"@HHaf009 @henryshield Eastern cockroaches? Really feel sorry for folks like u that seems educated but obviously not intelligent, cos u just showed ur level of immaturity!","eastern|easterner|easterners|biafra","cockroach|cockroaches","hate_tweets_eng_single","1,22651375685272E+018","1,18617772567919E+018","Pedro"
843,2,"@YarKafanchan Hahahahahaha.....

BIAFRA boys.. coconut heads...🤣🤣🤣🤣🤣

See how them don go slap President...

Operation Python dance IV loading   
😭😭😭😭😭😭","eastern|easterner|easterners|biafra","coconut head|coconut heads","hate_tweets_eng_single","1,40258731667845E+018",1450737056,"Pedro"
841,2,"@MobilePunch God who do us this thing?😭😭😭 these men are blood 🩸 sucking demons😭😭coconut heads😭😭😭 they are busy doing nothing but to eat money 😭 Eastern Nigeria shame on our governors especially Abia State governor with BIG head😂😂😂","eastern|easterner|easterners|biafra","coconut head|coconut heads","hate_tweets_eng_single","1,36632724385794E+018",563507441,"Pedro"
367,1,"Thug comment: Remi Tinubu displays disgusting arrogance –Aisha Yesufu https://t.co/o5x45V2kVv via @@dailyblastng Biafra","eastern|easterner|easterners|biafra","disgusting","hate_tweets_eng_single","1,39806005446992E+018","1,25292445158025E+018","Pedro"
205,3,"RT @thebiafrapost: Biafra: [Ofe Nsala Day]: Between The ""Toothless Bull Dog"" And The Fuddled Governor, Who Wins The Day? https://t.co/oB6yZ…","eastern|easterner|easterners|biafra","dog|dogs","hate_tweets_eng_single","9,2315656940315E+017","9,1562271980648E+017","Pedro"
203,3,"@Buchyogba @markessien The same Eyo Ita Zik chased away like a dog as Premier of Eastern region when his adventure in western house failed woefully?","eastern|easterner|easterners|biafra","dog|dogs","hate_tweets_eng_single","1,3991959315815E+018","9,89942542908215E+017","Pedro"
204,3,"126 Yrs ago today Dial Square (Arsenal F.C.) Played its first ever game played on the Isle of Dogs beat Eastern Wanderers 6-0"" happy bufday","eastern|easterner|easterners|biafra","dog|dogs","hate_tweets_eng_single","2,78457175381266E+017",548346676,"Pedro"
528,0,"@danny_charis @AreaFada1 What's the question, what are you saying?! Is Biafra a pack of sugar or a tin of milk?

Biafra was born but dead. How long will you fool around before you face reality?

FG and her family members only got the palliative none sense...","eastern|easterner|easterners|biafra","fool|fools","hate_tweets_eng_single","1,29318049313609E+018",3121449484,"Pedro"
524,2,"One idiot blocked me today😂😂😂😂
The fool from Eastern Nigeria where I have awesome and right thinking humans as friends couldn't hold a simple conversation of why people have a choice by voting Buhari in 2015.
The Ode thinks I eat off this page, oponu ndi ala osi","eastern|easterner|easterners|biafra","fool|fools","hate_tweets_eng_single","1,40113193559492E+018",2800480432,"Pedro"
436,2,"I think I know why God took me to work in d Eastern part of 9ja for 14 years. I will b leading d hashtag on #BiafraExit we can't be equally yoked with narrow minded self inflated pig headed greedy morons. To even think that u consider d middle belt 2 join u tells how stupid u are","eastern|easterner|easterners|biafra","pig|pigs","hate_tweets_eng_single","1,39926693535175E+018",100291468,"Pedro"
670,0,"Born from rape, some children in some parts of Edo State after the Biafra War were named according to how they were born. 

The names had prefixes like ""Okwo-"", e.g. Okwoba (red is the color of war), Okwodiaghe (War is not worth watching). 

 #rape #biafra #BlackLivesMatter https://t.co/zW0SkIqXtu","eastern|easterner|easterners|biafra","rape|rapes|raping","hate_tweets_eng_single","1,27399686755946E+018","1,15327450487081E+018","Pedro"
669,3,"Biafra my home,pls if don't like it,been Biafra you must like it,my fire by force, see killing, raping,damagingly, I have been done,no going back https://t.co/OBfXrOP5o9","eastern|easterner|easterners|biafra","rape|rapes|raping","hate_tweets_eng_single","1,29580840918336E+018",1477398907,"Pedro"
43,0,"RT @RipplesNG: #Biafra: 'We may do something stupid' @thebiafratimes @NwajiugoG @radiobiafralive @alertigbo @valbrownmc @chine4u #biafraexi…","eastern|easterner|easterners|biafra","stupid","hate_tweets_eng_single","1,1223633395088E+018","1,00060063059402E+018","Pedro"
42,0,"@NigeriaNewsdesk @NaijaNews As a NIGERIAN I will answer the questions with questions. What was england and the english before 927AD? What was America and Americans  before independence? These are very stupid questions for issues as serious as the biafra agitation. you didn't say where the debate would hold.","eastern|easterner|easterners|biafra","stupid","hate_tweets_eng_single","1,30916689186958E+018",134306229,"Pedro"
41,1,"@Onwukamartins2 Can't you see how stupid you are, so just because she is from your tribe she should be supported?.And you will be talking about Biafra but this same STUPID act that you are canvassing for brought us to where we are now. Ethnic bigotry is what has brought us to our KNEES","eastern|easterner|easterners|biafra","stupid","hate_tweets_eng_single","1,4138540467677E+018","7,04322982135599E+017","Pedro"
241,3,"South Eastern governors and leaders might be the most useless things since the first slice of sliced bread.","eastern|easterner|easterners|biafra","useless","hate_tweets_eng_single","1,39925523150709E+018",439927467,"Pedro"
240,3,"shows clearly tat,they re useless without Biafra in nig,its very clear tat,they re nothing but leeches an obnoxious parasites","eastern|easterner|easterners|biafra","useless","hate_tweets_eng_single","8,57548969135809E+017",3237725456,"Pedro"
699,3,"RT @agbataeze: BIAFRA: GATHERING OF VULTURES AND THEIR FAILED SUMMIT https://t.co/EoMGHEBC73","eastern|easterner|easterners|biafra","vulture|vultures","hate_tweets_eng_single","9,29279540349764E+017","7,52818324686377E+017","Pedro"
639,1,"@AishaYesufu If they want to know if they Are doing good as leaders. They should play with Referendum(Biafra, Yorexit) and see if they will come and rig it. This Entity called Nigeria by Lord Lugard's whore is a SCAM","eastern|easterner|easterners|biafra","whore|whores","hate_tweets_eng_single","1,37919119950494E+018","1,34319919871658E+018","Pedro"
1245,0,"Court Denies Kanu Of Radio Biafra Bail | Sahara Reporters https://t.co/46TAZlfrGN via @AddThis","eastern|easterner|easterners|biafra",,"community_random_single","6,93079246265307E+017",934231982,"Pedro"
1268,0,"An anti-Islamist Libyan politician, Osama al-Mansouri, has been killed by gunmen in eastern Libyan city of Derna http://t.co/qKs5iIpOgJ""","eastern|easterner|easterners|biafra",,"community_random_single","5,19587197700162E+017",2754913241,"Pedro"
1276,0,"They preach #Democracy! 
But When the chips are down, the fantastically corrupt #Slavemasters from @GOVUK &amp; their #SlaveHunters in @HQNigerianArmy &amp; @PoliceNG use #Force of arms to settle an important political question of freedom of indigenous people of #Biafra.
@CatrionaLaing1","eastern|easterner|easterners|biafra",,"community_random_single","1,397136262126E+018","1,25235014775496E+018","Pedro"
1280,0,"@seniorman_lee #Biafra is the only answer and solution. Believe it or not. You can as well go and hug a TRANSFORMER!","eastern|easterner|easterners|biafra",,"community_random_single","9,79062091591152E+017","9,3805595118531E+017","Pedro"
1257,0,"Today is 30th of May.
We remember in a special a the lost of our Biafra Heroes of over 5 million.

We have not forgotten
#BiafraHeroesDay2021 https://t.co/bZpgs1M3Ud","eastern|easterner|easterners|biafra",,"community_random_single","1,39894422048488E+018",412374242,"Pedro"
1251,0,"RT @naijcom: Anybody who betrays #Biafra will die mysterioysly – #IPOB warns https://t.co/8DWAKV87g2 @radiobiafralive","eastern|easterner|easterners|biafra",,"community_random_single","7,52096794616668E+017","7,29670648872702E+017","Pedro"
1264,0,"....In Burkina Faso mediating on the crises there....Meanwhile the North Eastern part of Homeland is gradually... http://t.co/jy1VJ6YT3p","eastern|easterner|easterners|biafra",,"community_random_single","5,30071444953514E+017",138570918,"Pedro"
1246,0,"@NigeriaNewsdesk Half a yellow sun is out in theaters &amp; the
 war never ended #Biafra #Genocide #30thofMay honour
 Hero's pls RT Starved kids","eastern|easterner|easterners|biafra",,"community_random_single","4,53733779056513E+017",442547675,"Pedro"
1260,2,"RT @Amaka_Ekwo: Terrorists and Alamajiris.

As wicked and lazy as their fathers.

#Nigeria 

#BiafraExit #FreeBiafra #Biafra https://t.co/S…","eastern|easterner|easterners|biafra",,"community_random_single","8,669397605726E+017",169831276,"Pedro"
1262,0,"The sit-at-home order by the Indigenous People of Biafra (IPOB) on Monday registered total compliance in cities across Anambra State.

Markets, banks, motor parks and other commercial places, including schools and government offices, were under lock and key. https://t.co/s2My5c4Xuv","eastern|easterner|easterners|biafra",,"community_random_single","1,39939819249255E+018","1,38916088773973E+018","Pedro"
548,2,"In the U.S dogs are the most popular animals, but in Nigeria it is cows, because the Fulanis love their cows so much and they want everyone to love their cow just the way they do.
No way for RUGA 
I say no to RUGA
I will 'peacefully protest' against RUGA settlement if need be.","fulani|fulanis","animal|animals","hate_tweets_eng_single","1,14559467003628E+018",211477651,"Pedro"
257,2,"Sometimes, Fayose is my guy. Other times I just cringe at his actions.But on this murderous Fulani bastards, I support him! KILL THEM ALL!","fulani|fulanis","bastard|bastards","hate_tweets_eng_single","7,35070025669869E+017",99733859,"Pedro"
601,2,"RT @acububad: @SaharaReporters They will now carry them to o e baale that is a Fulani bitch,and within an hour they have regained their fre…","fulani|fulanis","bitch|bitches","hate_tweets_eng_single","1,38767209294304E+018","9,43024501683557E+017","Pedro"
602,0,"@GarShehu @DanielOnjeh Ppl need to be wise and stop running after illiteracy, if u are not educated it doesn't mean u will killing like cow and goat, Fulani value their cow same as farmer value their crops no excuse for any ignorant bitches.","fulani|fulanis","bitch|bitches","hate_tweets_eng_single","9,89540614307045E+017","9,84393654562443E+017","Pedro"
180,0,"This is to tell you how historical cows and fulanis are, cows contributed immensely to the development of Nigeria, and that is why they are pictured on our currency, unlike pigs and dogs, that are never recognised. #Iamnorth https://t.co/3orRlgN2G0","fulani|fulanis","dog|dogs","hate_tweets_eng_single","1,10226358343666E+018","1,08726917976026E+018","Pedro"
293,2,"@AriyoFolayan @DeeOneAyekooto Why don't you visit #Gandollar probably you wil get your own share just as your moron messiah is praising Ganduje as a responsible man.A man that is eating up tax payers money in foreign currency is called responsible by Buhari.U will surely end up in the hands of fulani militia","fulani|fulanis","moron|morons","hate_tweets_eng_single","1,06373621581451E+018",2592284339,"Pedro"
390,2,"@Nneeds2know @Pol_Sec_Analyst Just because of 30k N SHIT,  you can't even say the truth, Fulani jihades terrorists are committing genocide in Benue State and you're here talking about challenges, Nigeria is a failed state and probably the only country that specialises in killing it's own citizens.","fulani|fulanis","shit|shits","hate_tweets_eng_single","1,39861855641838E+018",275467509,"Pedro"
576,2,"@itz_PrevinMusic @OdyssonM @MaziNnamdiKanu U talk about condom only, that's the length u must have gone on immortality, at least I represent my root and they are proud of me, you are a dullard, a slave to Fulani grand master, how did they initiate u? Sodomy?
Slut u are
Bird of no nest, charlatan!
Disgrace to the industry","fulani|fulanis","slut|sluts","hate_tweets_eng_single","1,32805908237749E+018",2843424791,"Pedro"
17,2,"@Yusufu_AYD @boridammy @HillaryClinton @TundeTASH @MBuhari @HQNigerianArmy Stupid Fulani idiot of a boy.","fulani|fulanis","stupid","hate_tweets_eng_single","1,3187030865763E+018",341937355,"Pedro"
226,3,"@dat_ph_boi @accessbank_help @gtbank @FirstBankngr @FBN_help they are the most useless bank with the worst banking service, they can’t even stand with some micrfinance bank not even ibolo or balogun Fulani micro finance bank awon oloshi arindoti masafani","fulani|fulanis","useless","hate_tweets_eng_single","1,14604175555866E+018",710269042,"Pedro"
683,2,"@MobilePunch Though you have shown concern and even came personally, but we will trust that you mean it, if no body is killed again in the country by the fulani vultures of death.","fulani|fulanis","vulture|vultures","hate_tweets_eng_single","1,01184918440686E+018","7,84464378850636E+017","Pedro"
1037,0,"RT @GetRich2000: Terrible things.. Gun shots everywhere in Oyigbo. I’m there. No sleeping for us tonight. Fulani boys escorted by the Niger…","fulani|fulanis",,"community_random_single","1,31949280375649E+018",273443037,"Pedro"
1059,0,"@thollarkingz @realdazu @SaharaReporters Is like i heard u when u ar saying why did the fulani stay at bush that why cant them rent a house in town and live like other ppl, pls is this one also in the bush or town?","fulani|fulanis",,"community_random_single","1,3530039967478E+018","1,25254327086289E+018","Pedro"
1033,2,"@solid1009  I am tried of dis fulani people. Dey should stop dia evil act b4 it is too late for dem ooo bcos everybody have end time.","fulani|fulanis",,"community_random_single","6,63602189953139E+017",1539223542,"Pedro"
1031,2,"He is very daft, they go to other states to kill innocent lives. 
People in turn defend themselves from the so called Fulani’s &amp; he comes out uttering sacrilege with his fish brain.

People thinking like the cows they are fighting for.

Dumb nation🤦🏼‍♀️ https://t.co/XmDZXFXSEx","fulani|fulanis",,"community_random_single","1,40149775058017E+018","8,46047636566299E+017","Pedro"
1035,2,"RT @pwajok_jane: Plateau state Governor @sblalong  could not send Police men when the Fulani herds men were brutalizing and killing his peo…","fulani|fulanis",,"community_random_single","1,31757224056155E+018","1,04070169404319E+018","Pedro"
1041,0,"RT @Doublee_Kee: Below is Gimba Bulus Joseph of sabon gida Idon that was killed in his farm this afternoon by Fulani, he was on his farm 17…","fulani|fulanis",,"community_random_single","1,29545552394969E+018",560670991,"Pedro"
1056,2,"RT @mcgeorge007: @ForeignPolicy False narrative! 

Sponsored by the Fulanis, the 3rd most deadliest terror group is MIYETTI ALLAH Fulani he…","fulani|fulanis",,"community_random_single","1,39708783803497E+018",2872195107,"Pedro"
1052,0,"@DaudaJibrin13 @Demurleigh Fine, dey sud suit themselves. like I said this BUSINESS. Nothing more. If I sell my land or inherited family land to u. It becomes urs. Nothing concern SG. If they pock-nose too much. Go to court. U will get justice. Nigerians are ready to conduct legimate business with fulani's","fulani|fulanis",,"community_random_single","1,35346456715047E+018",631738305,"Pedro"
1039,0,"Please Don't Start To Done it here🤣🤣🤣 Meuveee

Lori iro|#RevolutionNow|Okocha|Amaechi|Seun|Fulani|#OccupyLekkiTollGate|#EndSARS|Channel TV|#ValentineWeek|Apple|Lagos| https://t.co/omlduHLLI0","fulani|fulanis",,"community_random_single","1,35873178876454E+018","1,09234202230283E+018","Pedro"
1048,0,"@bhig_wye This is a mixture of Ghanaian and fulani haqccent...inshrt the haqcent is turningoneown....","fulani|fulanis",,"community_random_single","1,1465327665799E+018",349530725,"Pedro"
1058,2,"RT @MaziNnamdiKanu: Here is Borno State Governor Kashmir Shettima inspecting 103 #Fulani terrorists, murderers, rapists and arsonists on th…","fulani|fulanis",,"community_random_single","1,40258624226139E+018",1867812002,"Pedro"
544,3,"""Pls, help me tell our Hausa brothers, it is not Toothpaste wedded Animal-calling"", it is Tuface wedded Annie macaulay!","hausa|hausas","animal|animals","hate_tweets_eng_single","3,17252222817825E+017",309543519,"Pedro"
545,3,"@AkinJide21 @emmanuelarinze2 @OniOlaniyi6 @MobilePunch Animal like you, why can't she go to mile 12 and face the  hausa people over there. The Iragbiji dynasty will soon be over","hausa|hausas","animal|animals","hate_tweets_eng_single","1,1246408112941E+018",1416262766,"Pedro"
254,2,"@akeula_trendy Those hausas have bastard money.","hausa|hausas","bastard|bastards","hate_tweets_eng_single","1,34858988520937E+018",367331486,"Pedro"
744,2,"These Hausas and photoshop get problem. I think they need to be enlightened more on what photoshop means! #LekkiMassacre was photoshopped, dangote’s bum was photoshopped too. Animals.","hausa|hausas","bum|bums","hate_tweets_eng_single","1,34544484095643E+018","7,29240360615055E+017","Pedro"
352,2,"@Dipolygabana Come see Hausas eat dat shit like its shawama
Dats shit is disgusting aswear","hausa|hausas","disgusting","hate_tweets_eng_single","1,36232195113029E+018","1,18163147571375E+018","Pedro"
175,3,"@yomexng @SamuelOmogor Tell your brothers to go and be selling pig and dogs in the open in Kano. Or they can open beer parlor in Zamfara. Or let them go and be destroying rice in Kebbi. 

Why didn’t they tell the Hausas who sell beans and pepper to leave?","hausa|hausas","dog|dogs","hate_tweets_eng_single","1,35431110733118E+018",231590570,"Pedro"
85,3,"RT @Isaiahuba: https://t.co/nsUfUJRSOV The Hausa head boy in Imo state Gov House av spoken. #Biafrans one WORD4this IDIOT!!! #NnamdiKanu @N…","hausa|hausas","idiot|idiots","hate_tweets_eng_single","8,0946898538958E+017",4547171536,"Pedro"
448,0,"@ogundamisi @atiku @PeterGregoryObi @thecableng @ProfOsinbajo You know you are a liar. 
You are a Bigot. 
Hating other tribes will take you nowhere. 
For an OPC killer who has the blood of Hausas in his hands, to pretend to love Buhari,  you are making him less salable to other tribes. 

APC needs doves this time not Vultures","hausa|hausas","liar|liars","hate_tweets_eng_single","1,06271930783713E+018",81099227,"Pedro"
450,0,"Liar- _-RT""@MeeemaTy: Two :) Hausa &amp; Mwaghavul RT @Adeola_Cule: How Many Language(s) Do you Speak fluently?""","hausa|hausas","liar|liars","hate_tweets_eng_single","2,90926782759199E+017",354259052,"Pedro"
575,1,"@Ms_oji you irritate me... I wish I can express that in hausa language you slut","hausa|hausas","slut|sluts","hate_tweets_eng_single","3,59054879899533E+017",887554260,"Pedro"
220,0,"Please what does this useless thing means ? I guess is not hausa https://t.co/7A6nmgHmR7","hausa|hausas","useless","hate_tweets_eng_single","1,14108548826003E+018","1,13821635148145E+018","Pedro"
1004,0,"@iamwytunes Hausa","hausa|hausas",,"community_random_single","1,09579844631597E+018","1,03519820874034E+018","Pedro"
1012,0,"RT @dr_khalidz: THUG NA THUG! Which one is Hausa Thug? This is the sort of narrative they have used to divide us for so long. Please, let's…","hausa|hausas",,"community_random_single","1,3163596450621E+018",298699727,"Pedro"
1025,0,"@17204AK Not in Hausa land bro","hausa|hausas",,"community_random_single","1,41355522207351E+018","9,04692457258017E+017","Pedro"
1005,0,"RT @Alaye_100: Buhari's media aide was a Hausa Reporter..Looks like he learnt English on the job.Anyways this is him calling for a civil wa…","hausa|hausas",,"community_random_single","1,37081101006445E+018","1,2430824183467E+018","Pedro"
1009,0,"RT @abati1990: Federal Ministry of Health, kindly send a copy of your advisory on meningitis 👇to Gov. Yari. Translate it into Hausa for him…","hausa|hausas",,"community_random_single","8,50029520518337E+017",3187385643,"Pedro"
1016,0,"@ismaeel11233 @atiku When we get their we will know wether is Hausa country or our country.","hausa|hausas",,"community_random_single","1,38570654459201E+018",2254243534,"Pedro"
1029,0,"@Imranlz @get2anas Ya za a yi dan hadejia ya gyara maka hausa","hausa|hausas",,"community_random_single","1,01316103642017E+018",363169571,"Pedro"
1008,0,"RT @Sbagirei: Lekki protest is a diversion. The real plan is to use Ibadan, the heart of yorubaland to ignite ethnic violence btw Hausa &amp; Y…","hausa|hausas",,"community_random_single","1,36089201757279E+018",247779761,"Pedro"
564,3,"@nigeriantribune As @AsoRock officials are counting animals, they should as well use this misplaced priority to count and register both local and foreign herdsmen operating in #Nigeria.

Seems they must spend and loot the earmarked monies for the deceitful #RUGA #RugaSettlements plans","herdsmen|herdsman","animal|animals","hate_tweets_eng_single","1,14854271316549E+018",715108301,"Pedro"
565,3,"Her assertion can be understood 'cause the herdsmen are supposed to be shepherds; but wrong &amp; shouldnt be accepted if herdsmen have to put the cattle before a human life. That attitude of caring for animals to the extent of endangering &amp; killing your kind is evil. No exoneration. https://t.co/Vc7Utcd3cv","herdsmen|herdsman","animal|animals","hate_tweets_eng_single","1,38969424699583E+018","9,53544976734007E+017","Pedro"
283,2,"@PraizeSavage @harneeee @aproko_doctor Bastard heard reading..His small mind concluded that I am a student. Ewu chor way puo. I wu nno aturu. You sure know hiw herdsmen sound having lived with them for so long. Ya papa was a herdman init? Thats why you have two left hoofs.LMAO!!!🤣🤣🤣","herdsmen|herdsman","bastard|bastards","hate_tweets_eng_single","1,35927343856166E+018",57276217,"Pedro"
282,1,"@whitenigerian I'm not in support of the killing, but how many of the kidnapping and killing by the herdsmen did you report. You're all corrupt bastards. Speak sense into your president head @whitenigerian","herdsmen|herdsman","bastard|bastards","hate_tweets_eng_single","1,36064864496642E+018","1,01732384668749E+018","Pedro"
